2023-11-13 15:04:26.623 | INFO     | scripts.train_CUB:train_val:49 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'imagenet', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 10, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [16], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': 1000, 'n_class': 100, 'data_path': '../../data/imagenet/', 'data': {'train_set': {'list_path': './data/imagenet/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/imagenet/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/imagenet/database.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_100_16.npy', 'CSQ_center': './CSQcenters/CSQ_100_16.npy', 'remarks': 'Ours', 'save_path': './results/imagenet/Ours', 'save_center': './results/imagenet/Ours/ours_16.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 13000}
2023-11-13 15:41:02.683 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 6/1000 15:29:55 bits: 16 dataset: imagenet Best mAP: 0.81660675956275, current mAP: 0.81660675956275
2023-11-13 15:41:02.683 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 7/1000 15:41:02 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 15:43:04.682 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.023612996234613305, center loss: 4.8135048896074295, pair loss: 0
2023-11-13 15:43:04.682 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 8/1000 15:43:04 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 15:45:06.600 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.023208813550060287, center loss: 4.731166932731867, pair loss: 0
2023-11-13 15:45:06.601 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 9/1000 15:45:06 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 15:47:08.657 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.022959457637340416, center loss: 4.680383572354913, pair loss: 0
2023-11-13 15:56:13.596 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 15:56:13.596 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 9/1000 15:45:06 bits: 16 dataset: imagenet Best mAP: 0.8348709467837687, current mAP: 0.8348709467837687
2023-11-13 15:56:13.596 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 10/1000 15:56:13 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 15:58:16.517 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7452851425783307, center loss: 4.644366437569261, pair loss: 147.39054208993912
2023-11-13 15:58:16.517 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 11/1000 15:58:16 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:00:20.953 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7411950733147415, center loss: 4.5807307325303555, pair loss: 146.6199489235878
2023-11-13 16:00:20.954 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 12/1000 16:00:20 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:02:24.716 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.738327126584801, center loss: 4.549638045951724, pair loss: 146.06605207920074
2023-11-13 16:11:28.233 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 16:11:28.233 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 12/1000 16:00:20 bits: 16 dataset: imagenet Best mAP: 0.8427858862844249, current mAP: 0.8427858862844249
2023-11-13 16:11:28.233 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 13/1000 16:11:28 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:13:39.791 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.735385900034624, center loss: 4.502485282719135, pair loss: 145.51330024003983
2023-11-13 16:13:39.791 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 14/1000 16:13:39 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:15:45.810 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7341635247655943, center loss: 4.490972144529223, pair loss: 145.2754790186882
2023-11-13 16:15:45.811 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 15/1000 16:15:45 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:17:49.304 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7325654097047507, center loss: 4.4582792688161135, pair loss: 144.98223459720612
2023-11-13 16:26:57.611 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 16:26:57.611 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 15/1000 16:15:45 bits: 16 dataset: imagenet Best mAP: 0.8471221985890633, current mAP: 0.8471221985890633
2023-11-13 16:26:57.612 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 16/1000 16:26:57 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:29:00.519 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7313217514870214, center loss: 4.440928783267736, pair loss: 144.7459425330162
2023-11-13 16:29:00.519 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 17/1000 16:29:00 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:31:04.588 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7297338966061088, center loss: 4.412213487550616, pair loss: 144.45081794261932
2023-11-13 16:31:04.589 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 18/1000 16:31:04 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:33:08.792 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7285266205960629, center loss: 4.393409071490169, pair loss: 144.22341394424438
2023-11-13 16:42:21.989 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 16:42:21.989 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 18/1000 16:31:04 bits: 16 dataset: imagenet Best mAP: 0.8480970611160559, current mAP: 0.8480970611160559
2023-11-13 16:42:21.989 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 19/1000 16:42:21 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:44:24.711 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7276871178080054, center loss: 4.381463838741183, pair loss: 144.06415277719498
2023-11-13 16:44:24.711 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 20/1000 16:44:24 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:46:27.570 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7266734116802028, center loss: 4.360148034989834, pair loss: 143.8787345290184
2023-11-13 16:46:27.570 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 21/1000 16:46:27 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:48:31.268 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7260347540472069, center loss: 4.352823676541448, pair loss: 143.75581216812134
2023-11-13 16:57:37.040 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 16:57:37.040 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 21/1000 16:46:27 bits: 16 dataset: imagenet Best mAP: 0.8496874034393043, current mAP: 0.8496874034393043
2023-11-13 16:57:37.041 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 22/1000 16:57:37 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 16:59:39.396 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7254679752331153, center loss: 4.339776894077659, pair loss: 143.65327328443527
2023-11-13 16:59:39.396 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 23/1000 16:59:39 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:01:44.037 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7250469306520387, center loss: 4.335492547601461, pair loss: 143.57170850038528
2023-11-13 17:01:44.039 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 24/1000 17:01:44 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:03:46.877 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.724487686566278, center loss: 4.324406616389751, pair loss: 143.46874433755875
2023-11-13 17:12:55.069 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 17:12:55.069 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 24/1000 17:01:44 bits: 16 dataset: imagenet Best mAP: 0.8528473677051481, current mAP: 0.8528473677051481
2023-11-13 17:12:55.070 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 25/1000 17:12:55 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:14:56.945 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7237746078594058, center loss: 4.311660252511501, pair loss: 143.33607822656631
2023-11-13 17:14:56.946 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 26/1000 17:14:56 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:16:59.015 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7230634207234663, center loss: 4.301176076754928, pair loss: 143.2015145421028
2023-11-13 17:16:59.015 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 27/1000 17:16:59 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:19:02.129 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7222956126811457, center loss: 4.287096135318279, pair loss: 143.05901497602463
2023-11-13 17:28:07.846 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 17:28:07.847 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 27/1000 17:16:59 bits: 16 dataset: imagenet Best mAP: 0.8569765473461397, current mAP: 0.8569765473461397
2023-11-13 17:28:07.847 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 28/1000 17:28:07 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:30:11.312 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7220902098160163, center loss: 4.28391095995903, pair loss: 143.0203082561493
2023-11-13 17:30:11.313 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 29/1000 17:30:11 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:32:13.933 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7220733890346452, center loss: 4.285154337063432, pair loss: 143.01564759016037
2023-11-13 17:32:13.934 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 30/1000 17:32:13 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:34:17.953 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7217582817755493, center loss: 4.277190208435059, pair loss: 142.9593819975853
2023-11-13 17:43:30.355 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 30/1000 17:32:13 bits: 16 dataset: imagenet Best mAP: 0.8569765473461397, current mAP: 0.8565493294759208
2023-11-13 17:43:30.356 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 31/1000 17:43:30 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:45:33.089 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.721461372924786, center loss: 4.273716278374195, pair loss: 142.90231269598007
2023-11-13 17:45:33.090 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 32/1000 17:45:33 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:47:37.515 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7208207109395195, center loss: 4.261878382414579, pair loss: 142.78348511457443
2023-11-13 17:47:37.515 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 33/1000 17:47:37 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 17:49:42.015 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7206789409997416, center loss: 4.259288355708122, pair loss: 142.75716656446457
2023-11-13 17:58:48.973 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 33/1000 17:47:37 bits: 16 dataset: imagenet Best mAP: 0.8569765473461397, current mAP: 0.8544895646067254
2023-11-13 17:58:48.974 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 34/1000 17:58:48 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:00:52.530 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7203415965332705, center loss: 4.251140801236033, pair loss: 142.69652569293976
2023-11-13 18:00:52.530 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 35/1000 18:00:52 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:02:55.682 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7201001655821707, center loss: 4.248210486024618, pair loss: 142.6502262353897
2023-11-13 18:02:55.682 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 36/1000 18:02:55 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:04:59.388 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.719821593632885, center loss: 4.24320456571877, pair loss: 142.59843409061432
2023-11-13 18:14:07.178 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 36/1000 18:02:55 bits: 16 dataset: imagenet Best mAP: 0.8569765473461397, current mAP: 0.8551449941063782
2023-11-13 18:14:07.179 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 37/1000 18:14:07 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:16:08.771 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7194859327054491, center loss: 4.237084159627557, pair loss: 142.53610521554947
2023-11-13 18:16:08.771 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 38/1000 18:16:08 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:18:11.756 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7196121694994908, center loss: 4.242982909083366, pair loss: 142.55594789981842
2023-11-13 18:18:11.757 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 39/1000 18:18:11 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:20:15.756 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7192005728389702, center loss: 4.233440110459924, pair loss: 142.48156839609146
2023-11-13 18:29:20.972 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 18:29:20.973 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 39/1000 18:18:11 bits: 16 dataset: imagenet Best mAP: 0.8576668559273228, current mAP: 0.8576668559273228
2023-11-13 18:29:20.973 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 40/1000 18:29:20 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:31:23.896 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7189803722442365, center loss: 4.229894382879138, pair loss: 142.44020694494247
2023-11-13 18:31:23.897 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 41/1000 18:31:23 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:33:26.802 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7188910593589147, center loss: 4.22821706533432, pair loss: 142.423677444458
2023-11-13 18:33:26.802 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 42/1000 18:33:26 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:35:29.368 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7185374124377382, center loss: 4.223052924498916, pair loss: 142.35672563314438
2023-11-13 18:44:34.979 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 42/1000 18:33:26 bits: 16 dataset: imagenet Best mAP: 0.8576668559273228, current mAP: 0.854306204952087
2023-11-13 18:44:34.980 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 43/1000 18:44:34 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:46:37.051 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7186783090525982, center loss: 4.226376805454493, pair loss: 142.3821473121643
2023-11-13 18:46:37.051 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 44/1000 18:46:37 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:48:39.584 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7183430878555074, center loss: 4.2185602858662605, pair loss: 142.32161009311676
2023-11-13 18:48:39.584 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 45/1000 18:48:39 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 18:50:41.942 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7182915681133083, center loss: 4.21922199241817, pair loss: 142.31043606996536
2023-11-13 18:59:48.779 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 45/1000 18:48:39 bits: 16 dataset: imagenet Best mAP: 0.8576668559273228, current mAP: 0.8573181001734407
2023-11-13 18:59:48.780 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 46/1000 18:59:48 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:01:50.560 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7181097748232823, center loss: 4.214873956516385, pair loss: 142.27772396802902
2023-11-13 19:01:50.560 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 47/1000 19:01:50 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:03:53.226 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7178423547861623, center loss: 4.2109139282256365, pair loss: 142.22715985774994
2023-11-13 19:03:53.227 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 48/1000 19:03:53 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:05:56.348 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7179092767776227, center loss: 4.214085698127747, pair loss: 142.23764020204544
2023-11-13 19:15:04.374 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 48/1000 19:03:53 bits: 16 dataset: imagenet Best mAP: 0.8576668559273228, current mAP: 0.854968687654179
2023-11-13 19:15:04.374 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 49/1000 19:15:04 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:17:06.977 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7177809757344863, center loss: 4.211324326694012, pair loss: 142.21424728631973
2023-11-13 19:17:06.977 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 50/1000 19:17:06 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:19:10.466 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7173893212103376, center loss: 4.2038673516362906, pair loss: 142.14181995391846
2023-11-13 19:19:10.466 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 51/1000 19:19:10 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:21:13.819 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7174575547961628, center loss: 4.206174129620194, pair loss: 142.15346014499664
2023-11-13 19:30:20.852 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-13 19:30:20.852 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 51/1000 19:19:10 bits: 16 dataset: imagenet Best mAP: 0.8586548648342347, current mAP: 0.8586548648342347
2023-11-13 19:30:20.852 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 52/1000 19:30:20 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:32:23.526 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7175180879878063, center loss: 4.20839043147862, pair loss: 142.16360026597977
2023-11-13 19:32:23.527 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 53/1000 19:32:23 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:34:25.710 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7171964589871612, center loss: 4.201190600171685, pair loss: 142.10520589351654
2023-11-13 19:34:25.711 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 54/1000 19:34:25 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:36:28.282 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7172345682686451, center loss: 4.201838217675686, pair loss: 142.11231988668442
2023-11-13 19:45:35.361 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 54/1000 19:34:25 bits: 16 dataset: imagenet Best mAP: 0.8586548648342347, current mAP: 0.8503182276657036
2023-11-13 19:45:35.362 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 55/1000 19:45:35 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:47:37.003 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7172144619273204, center loss: 4.200775194913149, pair loss: 142.10930579900742
2023-11-13 19:47:37.003 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 56/1000 19:47:37 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:49:38.869 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7170446030065125, center loss: 4.197951998561621, pair loss: 142.0775010585785
2023-11-13 19:49:38.870 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 57/1000 19:49:38 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 19:51:41.284 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7170784894157859, center loss: 4.200624201446772, pair loss: 142.08172738552094
2023-11-13 20:00:43.297 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 57/1000 19:49:38 bits: 16 dataset: imagenet Best mAP: 0.8586548648342347, current mAP: 0.8508445390995178
2023-11-13 20:00:43.298 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 58/1000 20:00:43 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 20:02:45.161 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7169491201639175, center loss: 4.1969005055725574, pair loss: 142.059072971344
2023-11-13 20:02:45.162 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 59/1000 20:02:45 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 20:04:46.654 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7167696140560449, center loss: 4.1940328404307365, pair loss: 142.02533584833145
2023-11-13 20:04:46.655 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 60/1000 20:04:46 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 20:06:54.550 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.716862269768528, center loss: 4.196793474256992, pair loss: 142.0414827466011
2023-11-13 20:15:51.303 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 60/1000 20:04:46 bits: 16 dataset: imagenet Best mAP: 0.8586548648342347, current mAP: 0.8495572695496388
2023-11-13 20:15:51.303 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 61/1000 20:15:51 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 20:17:55.899 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7167180598366494, center loss: 4.192563537508249, pair loss: 142.01630693674088
2023-11-13 20:17:55.900 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 62/1000 20:17:55 bits: 16 dataset: imagenet loss way: Ours training...
2023-11-13 20:19:58.065 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.7166518928373561, center loss: 4.1919603087008, pair loss: 142.0034195780754
